word	count	sentence	rewritten
trek	1	A long trip on foot or by car is a trek.	A long trip on foot or by car is a long walk or ride.
tricep	1	I can name three big muscles: the bicep, the tricep, and the quadricep.	
trike	1	A bike and a trike both have wheels and a seat.	
trillium	1	The bird of Ontario is the loon, and the flower is the trillium, which has three petals and is usually white.	
trimbakeshwar	1	The river starts in a place called Trimbakeshwar and flows all the way to the sea.	
tripura	1	This place has seven states that are called the "seven sister states.Their names are Arunachal Pradesh, Assam, Manipur, Meghalaya, Mizoram, Nagaland, and Tripura.	
trojan	1	He fought in a big war called the Trojan War.	
trolleybuses	1	Buses, trains, trams, and trolleybuses are types of public transport.	
trombonist	1	A person who plays the trombone is called a trombonist.	A person who plays the trombone is called a trombone player.
troubadours	1	Some musicians called troubadours traveled around singing and playing.	
try-before-you-buy	1	The try-before-you-buy toy is fun.	
tsukuyomi	1	Amaterasu is the sister of Susanoo, the god of the sea and storms, and Tsukuyomi, the god of the moon.	
tswana	1	They speak different languages like Tswana, Ndebele, Afrikaans, and English.	
tuareg	1	People from different groups live there, like the Songhay and Tuareg.	
tuataras	1	I saw two tuataras at the zoo.	
tucking	1	Sometimes people do a forward roll on a soft mat, tucking their head and rolling like a ball.	
tumon	1	The island has a city called Hagta and a busy beach called Tumon Bay.	
tunde	1	A boy named Tunde lives in Lagos, a big city in Nigeria.	
tunics	1	They wore long clothes called tunics and togas.	
tunisian	1	Many people live in Tunisia and speak a language called Tunisian Arabic.	
turbine's	1	A wind turbine's blades spin to make energy.	
turbo	1	Some have a part called a turbo that spins fast and pushes in more air.	
turbot	1	Some flatfish are called flounder, sole, turbot, plaice, and halibut.	
turk	1	A Greek and a Turk are neighbors in their countries.	
turmeric	1	A yellow spice called turmeric can stain my hand.	
turner	1	Art lovers see a Rembrandt, a Picasso, and a Turner in a museum.	
tuscarora	1	Later, the Tuscarora tribe joined, so they became known as the Six Nations.	
tutan	1	If you plant a tutan seed in the dirt, it will grow into a small bush.	
tutankhamun	1	Some famous pharaohs were King Tutankhamun, whose tomb was found in 1922, and Cleopatra, who was a queen of Egypt.	
tutankhamun's	1	There is also a museum in Cairo that holds old treasures from the time of the pharaohs, including things from King Tutankhamun's tomb.	
tweezers	1	You hold both sticks in one hand and move them like tweezers to grab food.	
twenty's	1	This is twenty's place on the number line.	
twenty-dollar	1	The twenty-dollar bill is green.	
twenty-nine	1	It comes after twenty-nine and before thirty-one.	
twenty-one	1	It comes after nineteen and before twenty-one.	
twista	1	The fastest rapper is Twista, who can say many words very quickly.	
two-by-four	1	A common piece is called a two-by-four.	
two-mile	1	We took a two-mile walk by the river.	
u-shaped	1	Valleys can be V-shaped or U-shaped.	
ultramarine	1	A blue powder called ultramarine comes from nature.	
ultraviolet	1	Other animals, like bees, can see colors that people cannot see, like ultraviolet light.	
umaga	1	First, you say 'Magandang umaga' in Tagalog.	
umbrella's	1	The umbrella's cloth is blue.	
umbriel	1	The five biggest moons are Miranda, Ariel, Umbriel, Titania, and Oberon.	
uneven	1	Yes, it feels uneven and bumpy.	Yes, it feels not flat and bumpy.
universe's	1	The universe's size is very big.	
up-to-date	1	Yes, modern means new and up-to-date.	
uprising	1	Many people visit the Museum of the Warsaw Uprising.	
ur	1	Long ago, people there started the first cities, like Babylon and Ur.	
uralsk	1	Big cities like Orsk and Uralsk are on this river.	
uranus's	1	Uranus's rings are dark.	
urimal	1	In South Korea, people call it "hangukmal" or "hangugeo." In North Korea, they call it "choseonmal" or "choseoneo.Koreans also call their language 'urimal,' which means 'our language.'" Korean has its own special alphabet called Hangul.	
urquidez	1	Some famous kickboxers are Benny Urquidez and Andrew Tate.	
uruguay's	1	The most popular sport is football, and Uruguay's team has won the World Cup two times.	
uruk	1	The city of Uruk was her special home.	
usd	1	People also call it USD.	
usher	1	Many famous singers like Beyoncé and Usher sing rhythm and blues.	
utc	1	The main time zone is called UTC.	
v-shaped	1	Valleys can be V-shaped or U-shaped.	
vacuum's	1	The vacuum's bag is full of dust.	
vah	1	The big rivers are the Danube, Vah, and Hron.	
vaisakhi	1	They also celebrate a festival called Vaisakhi.	
valles	1	Mars has a big canyon called Valles Marineris.	
valpara	1	Many people live in the middle part, near the cities of Santiago and Valparaíso.	
vanakkam	1	First, learn a few words like 'vanakkam' for hello.	
vantaa	1	There is also an airport in a nearby town called Vantaa.	
vanua	1	It has 322 islands, and the biggest ones are Vanua Levu and Viti Levu.	
var	1	Simón Bolívar helped the country become free.	
variable's	1	The variable's value is 10.	
vase's	1	The vase's color is blue.	
vegas	1	It makes a lot of money from gambling, even more than Las Vegas.	
vegetable's	1	The vegetable's leaf is big.	
veggie	1	A salad, a fruit bowl, and a veggie plate are all cold dishes.	
vella	1	The capital city is Andorra la Vella.	
vellum	1	The best kind of animal skin paper is called vellum.	
vena	1	The biggest vein in your body is called the vena cava.	
venetia	1	A girl named Venetia gave Pluto its name.	
vernon	1	Another famous pair was Vernon and Irene Castle.	
verona	1	The story takes place in a city far away called Verona.	
vervain	1	People call one type of verbena vervain." Some verbena plants are weeds that grow in the wild.	People call one type of verbena vervain. Some verbena plants are weeds that grow in the wild.
victory	1	There are famous statues like the Winged Victory of Samothrace.	
vientiane	1	The capital city is Vientiane.	
vieques	1	The main island is big, and there are also smaller islands like Vieques and Culebra.	
vila	1	The capital city is Port Vila.	
viol	1	They used new instruments like the lute and viol.	
viola's	1	The viola's sound is darker and more mellow.	
virgil	1	Many people wrote stories about him, like Virgil and Shakespeare.	
virgin	1	They call her the Blessed Virgin Mary.	
virus's	1	The virus's spikes help it stick to you.	
visigoths	1	A long time ago, different groups of people lived there, like the Romans and the Visigoths.	
vivid	1	Every year there is Vivid Sydney with pretty lights.	
vixen	1	A mother fox is called a vixen.	
vladimir	1	The current president is Vladimir Putin.	
vltava	1	The city has a river called the Vltava that flows through it.	
volcano's	1	The volcano's top is a hole.	
voltaire	1	Smart people like Voltaire and Rousseau lived during the age of enlightenment.	
wabash	1	Many other rivers, like the Wabash and Tennessee, flow into the Ohio River.	
wada	1	First, you go to the Shaniwar Wada fort.	
wafer	1	A silicon wafer is a thin round slice.	
wai	1	Some people call it Te Wai Pounamu.	
walkers	1	Drivers and walkers use navigation to go somewhere.	
wall's	1	The wall's color is nice.	
walter	1	It is a short way to say Walter.	
war's	1	The war's horses needed water.	
warren	1	A group of rabbits living together is called a warren.	
wasser	1	Then, you see similar words in German like 'Haus' and 'Wasser'.	
wassup	1	It can be a short way to say something, like saying 'wassup' instead of 'how are you'.	
waterway	1	The Bosporus is a waterway in Istanbul.	
watt	1	One watt is one unit of energy used each second.	
wattle	1	The national flower is the golden wattle.	
watts	1	Power is measured in watts.	
wave's	1	That wave's sound is scary.	
waw-tah	1	She says "water" like "waw-tah" and her friends think it sounds pretty.	
weather's	1	The weather's effect on plants is big.	
webb	1	Now a new telescope called James Webb takes even better pictures.	
webpages	1	The World Wide Web is a part of the Internet where you can look at websites and webpages.	
website's	1	Look at the website's big red button.	
wei	1	Badminton player Lee Chong Wei and squash player Nicol David are famous athletes from Malaysia.	
welding	1	Today, most things are built with welding or strong bolts.	
wesley	1	Protestantism is to Martin Luther as Methodism is to John Wesley.	
western's	1	The western's hero wears a white hat.	
whale's	1	A puppy's birth is small, but a whale's birth is big.	
what's	1	What's up?	
wheat's	1	This is the wheat's stem.	
wheee	1	He shouts Wheee when he goes down the slide.	
whine	1	Yes, a dog can bark and whine, which are different sounds.	
whines	1	My dog goes to its empty bowl and whines.	
whip's	1	The whip's handle is smooth.	
whirr-whirr	1	The machine went whirr-whirr as she pushed the fabric through.	
whiskey	1	Some grown-ups make a strong drink from it called whiskey.	
whisky	1	Peat is used to make Scotch whisky taste smoky.	
white-and-black	1	A white-and-black bird sings.	
white-blue	1	It looks like a tiny, shiny dot of white-blue light.	
white-gray	1	Silver is a shiny, white-gray metal.	
whiteboards	1	Our class has two whiteboards.	
whitehead	1	A man named Robert Whitehead made the first torpedo a long time ago.	
